Month,Day,Title,Link,List,Year,Genres,Budget,Box office
4,12.0,Hellboy,/wiki/Hellboy_(2019_film),"['superhero', '$50\xa0million[5]', '$55.1 million[a]']",2019.0,superhero,$50 million[5],$55.1 million[a]
4,12.0,Little,/wiki/Little_(film),"[' fantasy comedy', '$20 million[2]', '$49 million[2][3]']",2019.0, fantasy comedy,$20 million[2],$49 million[2][3]
4,12.0,Missing Link,/wiki/Missing_Link_(2019_film),"[' stop-motion animated adventure comedy', '$100 million', '$26.6 million[1]']",2019.0, stop-motion animated adventure comedy,$100 million,$26.6 million[1]
4,12.0,After,/wiki/After_(2019_film),"[' romantic drama', '$14\xa0million[2]', '$69.5\xa0million[2]']",2019.0, romantic drama,$14 million[2],$69.5 million[2]
4,17.0,Breakthrough,/wiki/Breakthrough_(2019_film),"[' Christian drama film directed by Roxann Dawson in her feature', '$14 million[2]', '$50.4 million[2]']",2019.0, Christian drama film directed by Roxann Dawson in her feature,$14 million[2],$50.4 million[2]
4,19.0,The Curse of La Llorona,/wiki/The_Curse_of_La_Llorona,"[' supernatural horror', '$9million[1]', '$123.1million[1]']",2019.0, supernatural horror,$9million[1],$123.1million[1]
4,19.0,Under the Silver Lake,/wiki/Under_the_Silver_Lake,"[' surrealist neo-noir black comedy mystery', '$8 million[2]', '$2,053,469[3]']",2019.0, surrealist neo-noir black comedy mystery,$8 million[2],"$2,053,469[3]"
4,26.0,Avengers: Endgame,/wiki/Avengers:_Endgame,"[' superhero', '$356–400million[2][3]', '$2.799billion[4]']",2019.0, superhero,$356–400million[2][3],$2.799billion[4]
5,3.0,Long Shot,/wiki/Long_Shot_(2019_film),"[' romantic comedy', '$40 million[2]', '$53.9 million[3]']",2019.0, romantic comedy,$40 million[2],$53.9 million[3]
5,3.0,The Intruder,/wiki/The_Intruder_(2019_film),"[' psychological thriller', '$8 million[1]', '$40.6 million[2][1]']",2019.0, psychological thriller,$8 million[1],$40.6 million[2][1]
5,3.0,UglyDolls,/wiki/UglyDolls,"['animated musical adventure-comedy', '$45–53 million[4][5]', '$32.5 million[6]']",2019.0,animated musical adventure-comedy,$45–53 million[4][5],$32.5 million[6]
5,10.0,Pokémon Detective Pikachu,/wiki/Detective_Pikachu_(film),"['mystery fantasy comedy', '$150 million[3][4]', '$450.1 million[4]']",2019.0,mystery fantasy comedy,$150 million[3][4],$450.1 million[4]
5,10.0,The Hustle,/wiki/The_Hustle_(film),"[' comedy', '$21 million[1]', '$97.4 million[2]']",2019.0, comedy,$21 million[1],$97.4 million[2]
5,10.0,Tolkien,/wiki/Tolkien_(film),"['biographical drama', '$20 million[2]', '$9 million[3]']",2019.0,biographical drama,$20 million[2],$9 million[3]
5,10.0,Poms,/wiki/Poms_(film),"[' comedy film directed by Zara Hayes, starring Diane Keaton, Jacki Weaver, Pam Grier, Celia Weston, Alisha Boe, Phyllis Somerville (in her final', '$10 million[1]', '$16.5 million[2]']",2019.0," comedy film directed by Zara Hayes, starring Diane Keaton, Jacki Weaver, Pam Grier, Celia Weston, Alisha Boe, Phyllis Somerville (in her final",$10 million[1],$16.5 million[2]
5,10.0,The Professor and the Madman,/wiki/The_Professor_and_the_Madman_(film),"['biographical drama', '$25 million[1]', '$5.1 million[2]']",2019.0,biographical drama,$25 million[1],$5.1 million[2]
5,17.0,John Wick: Chapter 3 – Parabellum,/wiki/John_Wick:_Chapter_3_%E2%80%93_Parabellum,"[' neo-noir action thriller', '$75 million[2][3]', '$327.7 million[4]']",2019.0, neo-noir action thriller,$75 million[2][3],$327.7 million[4]
5,17.0,A Dog's Journey,/wiki/A_Dog%27s_Journey_(film),"[' family comedy-drama film directed by Gail Mancuso in her feature', '$16 million[1]', '$75.8 million[2]']",2019.0, family comedy-drama film directed by Gail Mancuso in her feature,$16 million[1],$75.8 million[2]
5,17.0,The Sun Is Also a Star,/wiki/The_Sun_Is_Also_a_Star,"[' teen romance', '$9 million[1]', '$6.8 million[2]']",2019.0, teen romance,$9 million[1],$6.8 million[2]
5,24.0,Aladdin,/wiki/Aladdin_(2019_film),"[' musical fantasy', '$183\xa0million[6]', '$1.054\xa0billion[6]']",2019.0, musical fantasy,$183 million[6],$1.054 billion[6]
5,24.0,Brightburn,/wiki/Brightburn,"[' superhero horror', '$6–12 million[1]', '$32.9 million[2]']",2019.0, superhero horror,$6–12 million[1],$32.9 million[2]
5,24.0,Booksmart,/wiki/Booksmart,"[' comedy', '$6 million[2][3]', '$25 million[4][3]']",2019.0, comedy,$6 million[2][3],$25 million[4][3]
5,31.0,Godzilla: King of the Monsters,/wiki/Godzilla:_King_of_the_Monsters_(2019_film),"[' monster', '$170–200 million[a]', '$387.3 million[5]']",2019.0, monster,$170–200 million[a],$387.3 million[5]
5,31.0,Rocketman,/wiki/Rocketman_(film),"['biographical jukebox musical', '$40 million[2]', '$195.3 million[2]']",2019.0,biographical jukebox musical,$40 million[2],$195.3 million[2]
6,7.0,Dark Phoenix,/wiki/Dark_Phoenix_(film),"[' superhero', '$200million[2][3][4]', '$252.4million[3]']",2019.0, superhero,$200million[2][3][4],$252.4million[3]
6,7.0,The Secret Life of Pets 2,/wiki/The_Secret_Life_of_Pets_2,"[' animated comedy', '$80 million[4]', '$446.2 million[4][5]']",2019.0, animated comedy,$80 million[4],$446.2 million[4][5]
6,7.0,Late Night,/wiki/Late_Night_(film),"[' comedy-drama', '$9.5 million[2]', '$22.4 million[3]']",2019.0, comedy-drama,$9.5 million[2],$22.4 million[3]
6,7.0,The Last Black Man in San Francisco,/wiki/The_Last_Black_Man_in_San_Francisco,"[' drama', '$3 million[2]', '$4.6 million[2][3]']",2019.0, drama,$3 million[2],$4.6 million[2][3]
6,14.0,Men in Black: International,/wiki/Men_in_Black:_International,"[' science fiction action comedy', '$94–110 million[4]', '$253.9 million[5]']",2019.0, science fiction action comedy,$94–110 million[4],$253.9 million[5]
6,14.0,Shaft,/wiki/Shaft_(2019_film),"[' action comedy', '$30–35 million[4][5]', '$21.4 million[3]']",2019.0, action comedy,$30–35 million[4][5],$21.4 million[3]
6,21.0,Toy Story 4,/wiki/Toy_Story_4,"[' animated comedy-drama', '$200 million[3]', '$1.073 billion[4]']",2019.0, animated comedy-drama,$200 million[3],$1.073 billion[4]
6,21.0,Anna,/wiki/Anna_(2019_feature_film),"['action thriller', '$30 million[2][3]', '$31.6 million[4][3]']",2019.0,action thriller,$30 million[2][3],$31.6 million[4][3]
6,21.0,Child's Play,/wiki/Child%27s_Play_(2019_film),"['horror', '$10 million[3]', '$45 million[3]']",2019.0,horror,$10 million[3],$45 million[3]
6,26.0,Annabelle Comes Home,/wiki/Annabelle_Comes_Home,"[' supernatural horror', '$27–$32million[2]', '$231.3million[3]']",2019.0, supernatural horror,$27–$32million[2],$231.3million[3]
6,28.0,Yesterday,/wiki/Yesterday_(2019_film),"['musical romantic comedy', '$26–41.3\xa0million[2][3]', '$154.6\xa0million[2]']",2019.0,musical romantic comedy,$26–41.3 million[2][3],$154.6 million[2]
7,2.0,Spider-Man: Far From Home,/wiki/Spider-Man:_Far_From_Home,"[' superhero', '$160 million[3]', '$1.132 billion[3]']",2019.0, superhero,$160 million[3],$1.132 billion[3]
7,2.0,Escape Plan: The Extractors,/wiki/Escape_Plan:_The_Extractors,"[' direct-to-video prison action thriller', '$3.6 million[1]', '$1.8 million[2]']",2019.0, direct-to-video prison action thriller,$3.6 million[1],$1.8 million[2]
7,12.0,Midsommar,/wiki/Midsommar_(film),"['folk horror', '$9 million[3]', '$48 million[3]']",2019.0,folk horror,$9 million[3],$48 million[3]
7,12.0,Stuber,/wiki/Stuber_(film),"[' buddy cop action comedy', '$18 million[3]', '$32.3 million[1]']",2019.0, buddy cop action comedy,$18 million[3],$32.3 million[1]
7,12.0,Crawl,/wiki/Crawl_(2019_film),"[' natural horror', '$13–15million', '$91.7million']",2019.0, natural horror,$13–15million,$91.7million
7,12.0,The Farewell,/wiki/The_Farewell_(2019_film),"[' comedy-drama', '$3 million[1]', '$23.1 million[2]']",2019.0, comedy-drama,$3 million[1],$23.1 million[2]
7,19.0,The Lion King,/wiki/The_Lion_King_(2019_film),"[' musical drama', '$250–260\xa0million[3][4]', '$1.663\xa0billion[5]']",2019.0, musical drama,$250–260 million[3][4],$1.663 billion[5]
8,2.0,Fast & Furious Presents: Hobbs & Shaw,/wiki/Hobbs_%26_Shaw,"['buddy action comedy', '$200 million[2]', '$760.7 million[2][4]']",2019.0,buddy action comedy,$200 million[2],$760.7 million[2][4]
8,9.0,Dora and the Lost City of Gold,/wiki/Dora_and_the_Lost_City_of_Gold,"[' adventure comedy', '$49\xa0million[1]', '$120.6\xa0million[1]']",2019.0, adventure comedy,$49 million[1],$120.6 million[1]
8,9.0,The Kitchen,/wiki/The_Kitchen_(2019_film),"[' crime', '$38 million[2][3]', '$16 million[2]']",2019.0, crime,$38 million[2][3],$16 million[2]
8,9.0,The Art of Racing in the Rain,/wiki/The_Art_of_Racing_in_the_Rain_(film),"[' comedy-drama', '$18–20 million[2][3]', '$33.8 million[1]']",2019.0, comedy-drama,$18–20 million[2][3],$33.8 million[1]
8,9.0,Scary Stories to Tell in the Dark,/wiki/Scary_Stories_to_Tell_in_the_Dark_(film),"['supernatural horror', '$25–28 million[3][4]', '$104.5 million[3]']",2019.0,supernatural horror,$25–28 million[3][4],$104.5 million[3]
8,9.0,The Peanut Butter Falcon,/wiki/The_Peanut_Butter_Falcon,"[' comedy-drama film written and directed by Tyler Nilson and Michael Schwartz, in their directorial', '$6.2 million[1]', '$23.3 million[2][3]']",2019.0," comedy-drama film written and directed by Tyler Nilson and Michael Schwartz, in their directorial",$6.2 million[1],$23.3 million[2][3]
8,14.0,The Angry Birds Movie 2,/wiki/The_Angry_Birds_Movie_2,"['animated comedy', '$65 million', '$152.8 million[2][3]']",2019.0,animated comedy,$65 million,$152.8 million[2][3]
8,16.0,Good Boys,/wiki/Good_Boys_(film),"[' coming-of-age comedy', '$20 million[2]', '$111.2 million[2][3]']",2019.0, coming-of-age comedy,$20 million[2],$111.2 million[2][3]
8,16.0,Blinded by the Light,/wiki/Blinded_by_the_Light_(2019_film),"[', the', '$15 million', '$18.1 million[2][3]']",2019.0,", the",$15 million,$18.1 million[2][3]
8,16.0,"Where'd You Go, Bernadette","/wiki/Where%27d_You_Go,_Bernadette_(film)","[' comedy-drama', '$18 million[1]', '$10.4 million[2][3]']",2019.0, comedy-drama,$18 million[1],$10.4 million[2][3]
8,16.0,47 Meters Down: Uncaged,/wiki/47_Meters_Down:_Uncaged,"['survival horror', '$12 million[2]', '$47.6 million[2]']",2019.0,survival horror,$12 million[2],$47.6 million[2]
8,21.0,Ready or Not,/wiki/Ready_or_Not_(2019_film),"[' black comedy horror', '$6 million[1]', '$57.6 million[2]']",2019.0, black comedy horror,$6 million[1],$57.6 million[2]
8,23.0,Angel Has Fallen,/wiki/Angel_Has_Fallen,"[' political action thriller', '$40 million[1][2]', '$146.7 million[2]']",2019.0, political action thriller,$40 million[1][2],$146.7 million[2]
8,23.0,Overcomer,/wiki/Overcomer_(film),"[' Christian drama', '$5\xa0million[1]', '$38\xa0million[2][3]']",2019.0, Christian drama,$5 million[1],$38 million[2][3]
8,30.0,Don't Let Go,/wiki/Don%27t_Let_Go_(2019_film),"[' science fiction horror thriller', '$5 million[1]', '$5.3 million[1][2]']",2019.0, science fiction horror thriller,$5 million[1],$5.3 million[1][2]
9,6.0,It Chapter Two,/wiki/It_Chapter_Two,"[' supernatural horror', '$79million[2]', '$473.1million[3]']",2019.0, supernatural horror,$79million[2],$473.1million[3]
9,13.0,The Goldfinch,/wiki/The_Goldfinch_(film),"[' drama', '$44–49\xa0million[4][5]', '$9.9 million[6]']",2019.0, drama,$44–49 million[4][5],$9.9 million[6]
9,13.0,Hustlers,/wiki/Hustlers_(film),"[' crime comedy-drama', '$20.7 million[2][3]', '$157.6 million[4]']",2019.0, crime comedy-drama,$20.7 million[2][3],$157.6 million[4]
9,13.0,Monos,/wiki/Monos_(film),"['internationally co-produced war drama', '$2 million[3]', '$1.3 million[4][5]']",2019.0,internationally co-produced war drama,$2 million[3],$1.3 million[4][5]
9,20.0,Ad Astra,/wiki/Ad_Astra_(film),"[' psychological science fiction', '$80–100 million[2]', '$135.4 million[3]']",2019.0, psychological science fiction,$80–100 million[2],$135.4 million[3]
9,20.0,Downton Abbey,/wiki/Downton_Abbey_(film),"['historical drama', '$13–20\xa0million[3][4]', '$194.7\xa0million[5][6]']",2019.0,historical drama,$13–20 million[3][4],$194.7 million[5][6]
9,20.0,Rambo: Last Blood,/wiki/Rambo:_Last_Blood,"[' action', '$50 million[4]', '$91.5 million[5]']",2019.0, action,$50 million[4],$91.5 million[5]
9,27.0,Abominable,/wiki/Abominable_(2019_film),"['animated adventure', '$75 million', '$188.7 million[7][8]']",2019.0,animated adventure,$75 million,$188.7 million[7][8]
9,27.0,Judy,/wiki/Judy_(film),"['biographical drama', '$10 million[3]', '$45.7 million[2][4]']",2019.0,biographical drama,$10 million[3],$45.7 million[2][4]
10,4.0,Joker,/wiki/Joker_(2019_film),"[' psychological thriller', '$55–70\xa0million[2][3]', '$1.079\xa0billion[4][5]']",2019.0, psychological thriller,$55–70 million[2][3],$1.079 billion[4][5]
10,4.0,Lucy in the Sky,/wiki/Lucy_in_the_Sky,"[' psychological drama', '$21.4 million[3]', '$325,950[3][2]']",2019.0, psychological drama,$21.4 million[3],"$325,950[3][2]"
10,11.0,Gemini Man,/wiki/Gemini_Man_(film),"[' science fiction action thriller', '$138 million[2]', '$173.5 million[2]']",2019.0, science fiction action thriller,$138 million[2],$173.5 million[2]
10,11.0,The Addams Family,/wiki/The_Addams_Family_(2019_film),"['animated supernatural black comedy', '$24 million[4]', '$203.7 million[4][5]']",2019.0,animated supernatural black comedy,$24 million[4],$203.7 million[4][5]
10,11.0,Jexi,/wiki/Jexi,"['comedy', '$5–12 million[1][2]', '$9.3 million[3]']",2019.0,comedy,$5–12 million[1][2],$9.3 million[3]
10,11.0,Polaroid,/wiki/Polaroid_(film),"[' supernatural horror', '$8.5 million', '$1.7 million[1][2]']",2019.0, supernatural horror,$8.5 million,$1.7 million[1][2]
10,18.0,Maleficent: Mistress of Evil,/wiki/Maleficent:_Mistress_of_Evil,"[' epic and dark fantasy', '$186 million[4]', '$491.7 million[3]']",2019.0, epic and dark fantasy,$186 million[4],$491.7 million[3]
10,18.0,Zombieland: Double Tap,/wiki/Zombieland:_Double_Tap,"[' post-apocalyptic zombie comedy', '$42–48 million[1][2]', '$125.2 million[3]']",2019.0, post-apocalyptic zombie comedy,$42–48 million[1][2],$125.2 million[3]
10,18.0,Jojo Rabbit,/wiki/Jojo_Rabbit,"['war comedy-drama', '$14\xa0million', '$90.3\xa0million']",2019.0,war comedy-drama,$14 million,$90.3 million
10,25.0,Black and Blue,/wiki/Black_and_Blue_(2019_film),"[' action thriller', '$12 million[1]', '$22.7 million[1][2]']",2019.0, action thriller,$12 million[1],$22.7 million[1][2]
10,25.0,The Current War,/wiki/The_Current_War,"[' historical drama', '$30 million[1][2]', '$12.2 million[3]']",2019.0, historical drama,$30 million[1][2],$12.2 million[3]
10,25.0,Countdown,/wiki/Countdown_(2019_film),"[' supernatural horror', '$6.5 million[1]', '$48 million[1][2]']",2019.0, supernatural horror,$6.5 million[1],$48 million[1][2]
11,1.0,Terminator: Dark Fate,/wiki/Terminator:_Dark_Fate,"[' science fiction action', '$185–196 million', '$261.1 million']",2019.0, science fiction action,$185–196 million,$261.1 million
11,1.0,Motherless Brooklyn,/wiki/Motherless_Brooklyn_(film),"[' neo-noir crime', '$26 million[2]', '$18.5 million[3]']",2019.0, neo-noir crime,$26 million[2],$18.5 million[3]
11,1.0,The Irishman,/wiki/The_Irishman,"[' epic gangster', '$159–250 million', '$8 million[2][3]']",2019.0, epic gangster,$159–250 million,$8 million[2][3]
11,1.0,Harriet,/wiki/Harriet_(film),"[' biographical', '$17 million[3]', '$43.3 million[4][5]']",2019.0, biographical,$17 million[3],$43.3 million[4][5]
11,1.0,Arctic Dogs,/wiki/Arctic_Dogs,"['animated comedy', '$50 million[4]', '$9.9 million[2][5]']",2019.0,animated comedy,$50 million[4],$9.9 million[2][5]
11,6.0,Marriage Story,/wiki/Marriage_Story,"['drama film written and directed by Noah Baumbach, who also produced the', '$18\xa0million[5]', '$2.3\xa0million[6][7]']",2019.0,"drama film written and directed by Noah Baumbach, who also produced the",$18 million[5],$2.3 million[6][7]
11,8.0,Doctor Sleep,/wiki/Doctor_Sleep_(2019_film),"[' supernatural horror', '$45–55 million[2][3]', '$72.3 million[4][5]']",2019.0, supernatural horror,$45–55 million[2][3],$72.3 million[4][5]
11,8.0,Last Christmas,/wiki/Last_Christmas_(film),"['romantic comedy', '$25–30 million[2][3]', '$123.4 million[2][4]']",2019.0,romantic comedy,$25–30 million[2][3],$123.4 million[2][4]
11,8.0,Playing with Fire,/wiki/Playing_with_Fire_(2019_film),"[' family comedy', '$29.9 million[1]', '$69.4 million[1]']",2019.0, family comedy,$29.9 million[1],$69.4 million[1]
11,8.0,Midway,/wiki/Midway_(2019_film),"['war', '$100 million[3]', '$127.4 million[4]']",2019.0,war,$100 million[3],$127.4 million[4]
11,8.0,Honey Boy,/wiki/Honey_Boy_(film),"[' drama', '$3.5 million[2][3]', '$3.4 million[4][3]']",2019.0, drama,$3.5 million[2][3],$3.4 million[4][3]
11,15.0,Ford v Ferrari,/wiki/Ford_v_Ferrari,"[' biographical sports drama', '$97.6 million[1]', '$225.5 million[3][1]']",2019.0, biographical sports drama,$97.6 million[1],$225.5 million[3][1]
11,15.0,Charlie's Angels,/wiki/Charlie%27s_Angels_(2019_film),"[' action comedy', '$48–55 million[2]', '$73.3 million[3][4]']",2019.0, action comedy,$48–55 million[2],$73.3 million[3][4]
11,15.0,The Good Liar,/wiki/The_Good_Liar,"['crime thriller', '$10 million[3][4]', '$33.9 million[4][5]']",2019.0,crime thriller,$10 million[3][4],$33.9 million[4][5]
11,15.0,The Report,/wiki/The_Report_(2019_film),"[' historical political drama', '$8 million[1]', '$275,000[2][3]']",2019.0, historical political drama,$8 million[1],"$275,000[2][3]"
11,15.0,Waves,/wiki/Waves_(film),"[' drama', '$6 million[1]', '$2.6 million[2]']",2019.0, drama,$6 million[1],$2.6 million[2]
11,22.0,Frozen II,/wiki/Frozen_II,"[' animated musical fantasy', '$150million', '$1.453billion']",2019.0, animated musical fantasy,$150million,$1.453billion
11,22.0,A Beautiful Day in the Neighborhood,/wiki/A_Beautiful_Day_in_the_Neighborhood,"[' biographical drama', '$25 million[2]', '$68.4 million[2][3]']",2019.0, biographical drama,$25 million[2],$68.4 million[2][3]
11,22.0,21 Bridges,/wiki/21_Bridges,"[' action thriller', '$33 million[2]', '$49.9 million[2]']",2019.0, action thriller,$33 million[2],$49.9 million[2]
11,27.0,Knives Out,/wiki/Knives_Out,"[' mystery', '$40\xa0million[2]', '$311.9\xa0million[3]']",2019.0, mystery,$40 million[2],$311.9 million[3]
11,27.0,Queen & Slim,/wiki/Queen_%26_Slim,"[' romantic road crime drama', '$17–20 million[3][4]', '$47.9 million[1][5]']",2019.0, romantic road crime drama,$17–20 million[3][4],$47.9 million[1][5]
12,6.0,Playmobil: The Movie,/wiki/Playmobil:_The_Movie,"['animated adventure comedy', '$40–75 million[3][4]', '$16.3\xa0million[5][4]']",2019.0,animated adventure comedy,$40–75 million[3][4],$16.3 million[5][4]
12,6.0,The Aeronauts,/wiki/The_Aeronauts_(film),"['biographical adventure', '$40 million[4]', '$7 million[5][6][7]']",2019.0,biographical adventure,$40 million[4],$7 million[5][6][7]
12,13.0,Jumanji: The Next Level,/wiki/Jumanji:_The_Next_Level,"[' fantasy adventure comedy', '$125–132 million[3][4]', '$801.7 million[3]']",2019.0, fantasy adventure comedy,$125–132 million[3][4],$801.7 million[3]
12,13.0,Richard Jewell,/wiki/Richard_Jewell_(film),"[' biographical drama', '$45 million[2]', '$44.65 million[3][4]']",2019.0, biographical drama,$45 million[2],$44.65 million[3][4]
12,13.0,Black Christmas,/wiki/Black_Christmas_(2019_film),"[' slasher', '$5 million[4]', '$18.5 million[5][6]']",2019.0, slasher,$5 million[4],$18.5 million[5][6]
12,13.0,Bombshell,/wiki/Bombshell_(2019_film),"[' drama', '$32 million[2]', '$61.4 million[3][4]']",2019.0, drama,$32 million[2],$61.4 million[3][4]
12,13.0,Uncut Gems,/wiki/Uncut_Gems,"[' crime thriller', '$19 million[4]', '$50 million[4]']",2019.0, crime thriller,$19 million[4],$50 million[4]
12,13.0,Seberg,/wiki/Seberg,"['political thriller', '$8 million[2]', '$675,808[3][4]']",2019.0,political thriller,$8 million[2],"$675,808[3][4]"
12,13.0,A Hidden Life,/wiki/A_Hidden_Life_(2019_film),"['epic historical drama', '$7–9 million[5]', '$4.6 million[2][6]']",2019.0,epic historical drama,$7–9 million[5],$4.6 million[2][6]
12,20.0,Star Wars: The Rise of Skywalker,/wiki/Star_Wars:_The_Rise_of_Skywalker,"[' epic space opera', '$416 million[2]', '$1.077 billion[3]']",2019.0, epic space opera,$416 million[2],$1.077 billion[3]
12,20.0,Cats,/wiki/Cats_(2019_film),"['musical fantasy', '$80–100 million[2][3]', '$75.5 million[4][5]']",2019.0,musical fantasy,$80–100 million[2][3],$75.5 million[4][5]
12,25.0,Spies in Disguise,/wiki/Spies_in_Disguise,"[' animated spy comedy', '$100 million', '$171.6 million[5]']",2019.0, animated spy comedy,$100 million,$171.6 million[5]
12,25.0,Little Women,/wiki/Little_Women_(2019_film),"[' coming-of-age period drama', '$40 million[2]', '$218.9 million[3]']",2019.0, coming-of-age period drama,$40 million[2],$218.9 million[3]
12,25.0,1917,/wiki/1917_(2019_film),"[' war', '$90–100 million[3][4]', '$384.6 million[5]']",2019.0, war,$90–100 million[3][4],$384.6 million[5]
12,25.0,Just Mercy,/wiki/Just_Mercy,"[' biographical legal drama', '$25 million[1][2]', '$50.4 million[3]']",2019.0, biographical legal drama,$25 million[1][2],$50.4 million[3]
1,3.0,The Grudge,/wiki/The_Grudge_(2020_film),"[' supernatural horror', '$12–14 million[2]', '$49.5 million[3]']",2020.0, supernatural horror,$12–14 million[2],$49.5 million[3]
1,10.0,Underwater,/wiki/Underwater_(film),"[' science fiction action horror', '$50–80 million[2][3]', '$40.9 million[1]']",2020.0, science fiction action horror,$50–80 million[2][3],$40.9 million[1]
1,10.0,Like a Boss,/wiki/Like_a_Boss_(film),"[' comedy', '$29 million[1]', '$30.4 million[1]']",2020.0, comedy,$29 million[1],$30.4 million[1]
1,17.0,Bad Boys for Life,/wiki/Bad_Boys_for_Life,"[' buddy cop action comedy', '$90 million[6]', '$426.5 million[6]']",2020.0, buddy cop action comedy,$90 million[6],$426.5 million[6]
1,17.0,Dolittle,/wiki/Dolittle_(film),"[' fantasy adventure', '$175–192.4 million[2][3]', '$251.5 million[4]']",2020.0, fantasy adventure,$175–192.4 million[2][3],$251.5 million[4]
1,24.0,The Gentlemen,/wiki/The_Gentlemen_(2019_film),"['action comedy', '$22 million[2]', '$115.2 million[3][4]']",2020.0,action comedy,$22 million[2],$115.2 million[3][4]
1,24.0,The Turning,/wiki/The_Turning_(2020_film),"[' gothic supernatural horror', '$14 million[3]', '$19.4 million[3][2]']",2020.0, gothic supernatural horror,$14 million[3],$19.4 million[3][2]
1,24.0,The Last Full Measure,/wiki/The_Last_Full_Measure_(2019_film),"[' war drama', '$20 million[1]', '$3.4 million[2]']",2020.0, war drama,$20 million[1],$3.4 million[2]
1,31.0,The Rhythm Section,/wiki/The_Rhythm_Section,"['action thriller', '$50 million[1]', '$6 million[2]']",2020.0,action thriller,$50 million[1],$6 million[2]
1,31.0,Gretel & Hansel,/wiki/Gretel_%26_Hansel,"['dark fantasy horror', '$5 million[3]', '$22.1 million[4][5]']",2020.0,dark fantasy horror,$5 million[3],$22.1 million[4][5]
1,31.0,The Assistant,/wiki/The_Assistant_(2019_film),"[' drama', '$1.7 million[2]', '$1.4 million[2][3]']",2020.0, drama,$1.7 million[2],$1.4 million[2][3]
2,7.0,Birds of Prey,/wiki/Birds_of_Prey_(2020_film),"[' superhero', '$82–100 million[3]', '$205.4 million[4][5]']",2020.0, superhero,$82–100 million[3],$205.4 million[4][5]
2,14.0,Sonic the Hedgehog,/wiki/Sonic_the_Hedgehog_(film),"['action-adventure comedy', '$85–90 million[7][8]', '$319.7 million[7]']",2020.0,action-adventure comedy,$85–90 million[7][8],$319.7 million[7]
2,14.0,Fantasy Island,/wiki/Fantasy_Island_(film),"[' supernatural horror', '$7 million[1]', '$49 million[1]']",2020.0, supernatural horror,$7 million[1],$49 million[1]
2,14.0,The Photograph,/wiki/The_Photograph_(2020_film),"[' romantic drama', '$16–28 million[1][2]', '$21 million[3][1]']",2020.0, romantic drama,$16–28 million[1][2],$21 million[3][1]
2,21.0,The Call of the Wild,/wiki/The_Call_of_the_Wild_(2020_film),"[' adventure', '$125–150 million[6]', '$111.1 million[4][7]']",2020.0, adventure,$125–150 million[6],$111.1 million[4][7]
2,21.0,Emma,/wiki/Emma_(2020_film),"['period romantic comedy', '$10 million[2]', '$26.5 million[3][4]']",2020.0,period romantic comedy,$10 million[2],$26.5 million[3][4]
2,21.0,Brahms: The Boy II,/wiki/Brahms:_The_Boy_II,"[' supernatural horror', '$10million[2][3]', '$20.3million[2]']",2020.0, supernatural horror,$10million[2][3],$20.3million[2]
2,21.0,Impractical Jokers: The Movie,/wiki/Impractical_Jokers:_The_Movie,"[' reality comedy', '$3 million[1][2]', '$10.7 million[3][2]']",2020.0, reality comedy,$3 million[1][2],$10.7 million[3][2]
2,28.0,The Invisible Man,/wiki/The_Invisible_Man_(2020_film),"['science fiction horror', '$7 million[4]', '$144.5 million[5][4]']",2020.0,science fiction horror,$7 million[4],$144.5 million[5][4]
2,28.0,Wendy,/wiki/Wendy_(film),"[' fantasy drama', '$6 million[2]', '$266,770[3][4]']",2020.0, fantasy drama,$6 million[2],"$266,770[3][4]"
3,6.0,Onward,/wiki/Onward_(film),"[' animated urban fantasy adventure', '$175–200 million[3]', '$142 million[4]']",2020.0, animated urban fantasy adventure,$175–200 million[3],$142 million[4]
3,6.0,The Way Back,/wiki/The_Way_Back_(2020_film),"[' sports drama', '$21–25 million[1][2]', '$15.5 million[3]']",2020.0, sports drama,$21–25 million[1][2],$15.5 million[3]
3,6.0,First Cow,/wiki/First_Cow_(film),"[' drama', '$2 million+[a]', '$1.4 million[3]']",2020.0, drama,$2 million+[a],$1.4 million[3]
3,13.0,Bloodshot,/wiki/Bloodshot_(film),"[' superhero', '$45 million[1]', '$37.3 million[2]']",2020.0, superhero,$45 million[1],$37.3 million[2]
3,13.0,The Hunt,/wiki/The_Hunt_(2020_film),"[' satirical action horror', '$14\xa0million[2]', '$12.4\xa0million[2][3]']",2020.0, satirical action horror,$14 million[2],$12.4 million[2][3]
3,13.0,I Still Believe,/wiki/I_Still_Believe_(film),"[' Christian romantic drama', '$12\xa0million[3][4]', '$16.4\xa0million[5][4]']",2020.0, Christian romantic drama,$12 million[3][4],$16.4 million[5][4]
3,13.0,Never Rarely Sometimes Always,/wiki/Never_Rarely_Sometimes_Always,"['drama', '<$5 million[2]', '$891,527[3]']",2020.0,drama,<$5 million[2],"$891,527[3]"
3,27.0,Vivarium,/wiki/Vivarium_(film),"['horror', '€4 million[4]', '$434,030[5]']",2020.0,horror,€4 million[4],"$434,030[5]"
4,10.0,Trolls World Tour,/wiki/Trolls_World_Tour,"[' animated jukebox musical comedy', '$90–110 million[3][4][5]', '$48 million[6]']",2020.0, animated jukebox musical comedy,$90–110 million[3][4][5],$48 million[6]
